"Emri","Gjinia","Frekuenca"
"Aferie","F","1"
"Aferim","M","2"
"Aferina","F","1"
"Aferinda","F","1"
"Aferjona","F","1"
"Afervera","F","3"
"Aferxhon","M","1"
"Afes","M","4"
"Afesa","F","15"
"Afesa","M","1"
"Afet","F","2"
"Afet","M","0"
"Afete","F","18"
"Afetim","M","1"
"Afetke","F","1"
"Afez","M","5"
"Afeza","F","17"
"Afeze","F","2"
"Afëdita","F","1"
"Afërdesa","F","1"
"Afërdit","F","1"
"Afërdita","F","2901"
"Afërdita","M","7"
"Afërdtta","F","2"
"Afërsina","F","2"
"Afërtina","F","1"
"Afërvitë","F","1"
"Afërviti","F","1"
"Afës","M","2"
"Afëz","M","4"
"Afia","F","1"
"Afida","F","1"
"Afie","F","5"
"Afiet","F","1"
"Afife","F","151"
"Afifela","F","1"
"Afiim","M","1"
"Afije","F","8"
"Afijet","F","1"
"Afime","F","1"
"Afina","F","8"
"Afinaisa","F","1"
"Afinie","F","1"
"Afinije","F","1"
"Afinulla","F","1"
"Afiola","F","2"
"Afion","M","2"
"Afiona","F","1"
"Afionild","M","1"
"Afisa","F","2"
"Afisaje","F","1"
"Afise","F","5"
"Afistela","F","1"
"Afita","F","1"
"Afite","F","1"
"Afiza","F","2"
"Afizarete","F","1"
"Afize","F","205"
"Afizë","F","2"
"Afizi","F","1"
"Afizoll","M","1"
"Afjan","M","1"
"Afjeta","F","3"
"Afjete","F","1"
"Afjoba","F","1"
"Afjoda","F","2"
"Afjol","M","1"
"Afjola","F","10"
"Afjorda","F","1"
"Afjorela","F","1"
"Aflos","M","1"
"Afma","F","1"
"Afmedie","F","6"
"Afmedin","M","1"
"Afmel","M","1"
"Afmet","M","137"
"Afmet","F","1"
"Afmida","F","1"
"Afo","F","7"
"Afori","F","6"
"Afovriti","F","1"
"Afranio","M","1"
"Afranur","F","1"
"Afrat","M","2"
"Afrdita","F","64"
"Afres","M","1"
"Afresa","F","1"
"Afrida","F","21"
"Afrie","F","1"
"Afrif","M","1"
"Afrije","F","1"
"Afrika","F","2"
"Afrikë","F","1"
"Afrila","F","1"
"Afrim","M","2634"
"Afrim","F","24"
"Afrime","F","107"
"Afrime","M","1"
"Afrimi","M","12"
"Afrimore","F","1"
"Afrin","M","10"
"Afrina","F","3"
"Afriola","F","2"
"Afriolda","F","1"
"Afrirora","F","1"
"Afrisjan","M","1"
"Afristald","M","1"
"Afrit","F","1"
"Afrit","M","1"
"Afrita","F","1"
"Afro","F","23"
"Afro","M","1"
"Afrodita","F","8"
"Afroditi","F","8"
"Afrodheti","F","1"
"Afrodhidi","F","1"
"Afrodhiti","F","86"
"Afrodhiti","M","1"
"Afrofidi","F","1"
"Afroja","F","1"
"Afrola","F","1"
"Afron","M","16"
"Afron","F","1"
"Afrona","F","2"
"Afrone","F","1"
"Afroneti","F","1"
"Afroni","M","1"
"Afrora","F","21"
"Afrosta","F","1"
"Afrothiti","F","1"
"Afrovit","F","7"
"Afrovit","M","3"
"Afrovita","F","21"
"Afroviti","F","211"
"Afroviti","M","2"
"Afrula","F","1"
"Afsa","F","9"
"Afsaje","F","2"
"Afsinja","F","1"
"Afskenjusa","F","1"
"Aftali","F","3"
"Aftalina","F","1"
"Afte","F","4"
"Afterie","F","1"
"Afteza","F","4"
"Aftezie","F","1"
"Aftie","F","1"
"Aftime","F","2"
"Aftina","F","1"
"Aftioma","F","1"
"Aftiona","F","2"
"Aftjar","M","1"
"Aftjon","F","1"
"Aftjon","M","1"
"Aftolin","F","2"
"Aftolina","F","23"
"Aftoni","F","1"
"Aftonie","F","3"
"Aftonije","F","1"
"Afus","M","1"
"Afuz","M","4"
"Afzion","M","1"
"Ag","F","1"
"Aga","F","2"
"Agabie","F","1"
"Agaçe","M","4"
"Agafi","F","1"
"Agako","M","4"
"Agali","F","1"
"Agallai","F","1"
"Agalli","M","1"
"Agamemno","M","1"
"Agamena","F","1"
"Agani","F","1"
"Agani","M","1"
"Aganthi","F","0"
"Agaon","M","1"
"Agap","M","1"
"Agapi","F","4"
"Agarela","F","1"
"Agari","F","2"
"Agasi","F","1"
"Agash","M","1"
"Agata","F","4"
"Agatai","F","2"
"Agatie","F","0"
"Agatmi","F","1"
"Agaton","M","1"
"Agathi","F","79"
"Agathia","F","2"
"Agathie","F","3"
"Agathjon","M","1"
"Agathokli","M","8"
"Agathoniki","F","2"
"Agathoniq","F","3"
"Agathoniqi","F","7"
"Agathulla","F","14"
"Agbes","M","1"
"Agbina","F","1"
"Agda","F","3"
"Agdi","M","2"
"Agdian","M","1"
"Agdonisa","F","1"
"Agdri","M","1"
"Agdhahi","F","1"
"Agdhai","F","1"
"Age","F","1718"
"Age","M","15"
"Agea","F","1"
"Ageda","F","1"
"Agedar","M","1"
"Agei","F","1"
"Agel","M","8"
"Agela","F","14"
"Agela","M","1"
"Agelajd","M","1"
"Agelajda","F","1"
"Agelard","M","1"
"Agelardo","M","1"
"Agelda","F","1"
"Ageldo","M","1"
"Agele","F","1"
"Ageleo","M","1"
"Agelia","F","2"
"Agelian","M","1"
"Ageliki","F","2"
"Agelim","M","1"
"Agelina","F","3"
"Agelino","M","1"
"Agelios","M","1"
"Ageljan","M","1"
"Ageljana","F","2"
"Ageljon","M","1"
"Agelo","M","3"
"Agelo","F","1"
"Agelos","M","5"
"Agels","M","1"
"Agelsa","F","3"
"Agelta","F","2"
"Ageltin","M","1"
"Agen","M","2"
"Agena","F","4"
"Agenaida","F","1"
"Ageni","F","3"
"Agenor","M","1"
"Agenta","F","1"
"Agentiana","F","1"
"Agentina","F","9"
"Agentino","M","1"
"Agentiol","M","1"
"Agentjana","F","1"
"Ager","M","2"
"Agerald","M","1"
"Agerio","M","1"
"Agero","M","1"
"Agers","M","3"
"Agert","M","13"
"Agerta","F","14"
"Agerti","M","2"
"Agertina","F","3"
"Agerto","M","1"
"Ages","M","2"
"Ages","F","1"
"Agesa","F","10"
"Agesia","F","1"
"Agesil","M","1"
"Agesjo","M","1"
"Agest","M","3"
"Agesti","M","1"
"Agestina","F","1"
"Aget","M","1"
"Ageta","F","4"
"Ageti","F","2"
"Agetima","F","1"
"Agetin","F","2"
"Agetin","M","2"
"Agetina","F","292"
"Agetina","M","2"
"Agetine","F","5"
"Agetinë","F","2"
"Ageza","F","1"
"Agë","F","6"
"Agfam","M","1"
"Agfrida","F","1"
"Aggelos","M","2"
"Aggliki","F","1"
"Aghello","F","1"
"Aghljeln","M","1"
"Agi","F","24"
"Agi","M","14"
"Agia","F","1"
"Agiana","F","2"
"Agid","M","2"
"Agida","F","10"
"Agidjana","F","1"
"Agido","M","1"
"Agie","F","2"
"Agieli","M","1"
"Agielo","M","1"
"Agiena","F","1"
"Agiesa","F","1"
"Agif","M","33"
"Agijeta","F","1"
"Agila","F","3"
"Agilda","F","2"
"Agilea","F","1"
"Agilen","M","1"
"Agileo","M","1"
"Agilio","M","1"
"Agiljana","F","3"
"Agiljon","M","1"
"Agilt","M","1"
"Agim","M","9257"
"Agim","F","46"
"Agimmehmet","M","1"
"Agima","F","1"
"Agimarta","F","15"
"Agimata","F","1"
"Agime","F","399"
"Agime","M","2"
"Agimeda","F","1"
"Agimete","F","1"
"Agimi","M","36"
"Agimi","F","1"
"Agimime","F","1"
"Agimm","M","1"
"Agimn","M","1"
"Agin","M","1"
"Agina","F","2"
"Aginela","F","2"
"Aginesa","F","1"
"Aginora","F","1"
"Agiol","M","1"
"Agiola","F","6"
"Agion","M","1"
"Agionida","F","1"
"Agis","M","9"
"Agis","F","2"
"Agisa","F","21"
"Agiseld","M","1"
"Agiser","M","2"
"Agisi","M","1"
"Agisjo","M","1"
"Agista","F","1"
"Agita","F","1"
"Agite","F","1"
"Aglai","F","1"
"Aglaia","F","2"
"Aglaia","M","1"
"Aglantin","M","1"
"Aglantina","F","2"
"Aglean","M","1"
"Agledian","M","1"
"Aglemtin","M","1"
"Aglen","M","3"
"Aglend","M","5"
"Aglenda","F","2"
"Aglenida","F","1"
"Aglenita","F","1"
"Aglent","M","2"
"Aglentin","M","5"
"Aglentina","F","23"
"Aglentina","M","2"
"Aglertin","M","1"
"Aglesio","M","1"
"Agletin","M","1"
"Agli","M","27"
"Agli","F","3"
"Aglia","F","1"
"Aglian","M","1"
"Agliana","F","1"
"Aglid","M","1"
"Aglida","F","2"
"Aglidon","M","1"
"Aglie","F","1"
"Agliej","F","1"
"Aglien","M","3"
"Aglije","F","1"
"Aglin","M","9"
"Aglina","F","6"
"Aglind","M","5"
"Aglinda","F","9"
"Agline","F","1"
"Aglisa","F","4"
"Aglisi","M","1"
"Aglisjon","M","1"
"Agliso","M","1"
"Aglist","M","1"
"Aglonesa","F","1"
"Aglora","F","1"
"Aglorjan","M","1"
"Agludo","M","2"
"Aglla","F","1"
"Agllai","F","41"
"Agllaia","F","12"
"Agllaie","F","1"
"Agllain","F","1"
"Agma","F","2"
"Agmaida","F","1"
"Agmal","M","1"
"Agmedisja","F","1"
"Agmejda","F","1"
"Agmela","F","2"
"Agmend","M","1"
"Agmer","M","1"
"Agmerta","F","1"
"Agmi","M","1"
"Agmir","M","1"
"Agmirjan","M","1"
"Agmirs","M","1"
"Agna","F","3"
"Agnada","F","2"
"Agnajta","F","1"
"Agnant","M","1"
"Agnert","F","1"
"Agnes","F","19"
"Agnes","M","7"
"Agnesa","F","195"
"Agnesa","M","7"
"Agnese","F","2"
"Agnesia","F","1"
"Agnesio","M","1"
"Agnesion","M","1"
"Agnesja","F","2"
"Agnest","M","7"
"Agnest","F","1"
"Agnesta","F","2"
"Agneta","F","1"
"Agneza","F","4"
"Agni","F","6"
"Agni","M","4"
"Agnia","F","2"
"Agnie","F","14"
"Agnieszka","F","2"
"Agnija","F","1"
"Agnije","F","1"
"Agnis","M","7"
"Agnis","F","2"
"Agnisa","F","4"
"Agnisi","M","1"
"Agnjeska","F","1"
"Ago","M","64"
"Agojmer","M","1"
"Agoll","M","2"
"Agon","M","13"
"Agona","F","3"
"Agoneta","F","1"
"Agonie","F","1"
"Agonis","M","3"
"Agonita","F","1"
"Agop","M","1"
"Agorit","M","1"
"Agostin","M","255"
"Agostin","F","4"
"Agostina","F","1"
"Agostini","M","3"
"Agostino","M","2"
"Agothi","F","1"
"Agpeton","M","1"
"Agran","M","1"
"Agred","M","2"
"Agrejsa","F","1"
"Agrela","F","7"
"Agren","M","3"
"Agrena","F","1"
"Agrentina","F","1"
"Agres","M","1"
"Agresa","F","4"
"Agresia","F","1"
"Agresio","M","2"
"Agresja","F","1"
"Agrest","M","1"
"Agreta","F","10"
"Agreta","M","1"
"Agri","M","6"
"Agri","F","1"
"Agria","F","1"
"Agrid","M","1"
"Agrida","F","1"
"Agriel","M","1"
"Agrikela","F","3"
"Agrikeno","M","1"
"Agrilda","F","1"
"Agrimona","F","1"
"Agrin","M","2"
"Agrina","F","2"
"Agripina","F","1"
"Agris","F","1"
"Agris","M","1"
"Agrit","M","1"
"Agrita","F","1"
"Agrita","M","1"
"Agroel","M","1"
"Agroela","F","1"
"Agroland","M","1"
"Agrom","M","238"
"Agron","M","7083"
"Agron","F","45"
"Agrona","F","1"
"Agrona","M","1"
"Agronbraçe","M","1"
"Agrone","F","6"
"Agrone","M","3"
"Agroni","M","23"
"Agroni","F","1"
"Agronila","F","2"
"Agronilda","F","2"
"Agronom","M","1"
"Agroseda","F","2"
"Agroziana","F","1"
"Agrun","M","16"
"Agseldi","M","1"
"Aguarada","F","1"
"Aguero","M","1"
"Agur","M","396"
"Agur","F","2"
"Agure","F","3"
"Aguri","M","2"
"Aguridhe","F","1"
"Agurie","F","2"
"Agurim","M","27"
"Agus","M","2"
"Agusa","F","1"
"Agust","M","19"
"Agusta","F","1"
"Agusta","M","1"
"Agustela","F","2"
"Agustella","F","8"
"Agusti","M","1"
"Agustian","M","1"
"Agustiana","F","1"
"Agustim","M","1"
"Agustin","M","827"
"Agustin","F","9"
"Agustina","F","33"
"Agustini","M","5"
"Agustino","M","8"
"Agustjan","M","2"
"Agustjana","F","1"
"Agustn","M","2"
"Agusto","M","4"
"Aguston","M","1"
"Agustos","M","0"
"Agush","M","191"
"Agush","F","1"
"Agushe","F","7"
"Agusht","M","1"
"Agvi","M","1"
"Agys","M","1"
"Agzan","M","1"
"Agzen","M","1"
"Agzzai","F","1"
"Agja","M","3"
"Agjah","M","0"
"Agjele","M","1"
"Agjeliki","F","2"
"Agjelin","M","5"
"Agjelina","F","12"
"Agjelinë","F","7"
"Agjelinë","M","1"
"Agjelino","M","1"
"Agjeliqi","F","2"
"Agjelo","M","15"
"Agjelos","M","11"
"Agjellari","M","1"
"Agjello","F","2"
"Agjellos","M","1"
"Agjem","M","1"
"Agjent","M","2"
"Agjentin","F","1"
"Agjerim","M","15"
"Agjeza","F","1"
"Agjërim","M","3"
"Agjiliqi","F","1"
"Agjilon","F","1"
"Agjine","F","1"
"Agjire","F","2"
"Agjisilaos","M","1"
"Agjni","M","1"
"Agjol","M","2"
"Agjon","M","1"
"Aha","F","49"
"Ahamda","F","1"
"Ahda","F","1"
"Ahdelina","F","1"
"Ahdi","M","1"
"Ahdin","M","1"
"Ahdonika","F","1"
"Ahebia","F","1"
"Ahel","F","1"
"Aheron","M","3"
"Ahfmet","M","2"
"Ahida","F","1"
"Ahife","F","1"
"Ahije","F","1"
"Ahila","F","1"
"Ahilda","F","1"
"Ahile","M","1"
"Ahilea","M","7"
"Ahir","M","10"
"Ahire","F","3"
"Ahiri","M","2"
"Ahirullah","M","1"
"Ahita","F","16"
"Ahjdin","M","1"
"Ahjet","M","1"
"Ahjrije","F","1"
"Ahki","M","1"
"Ahkilino","M","1"
"Ahkter","F","1"
"Ahmad","M","4"
"Ahmat","F","2"
"Ahmat","M","2"
"Ahmed","M","70"
"Ahmedfatih","M","1"
"Ahmedan","M","0"
"Ahmedi","M","1"
"Ahmedia","F","1"
"Ahmedie","F","175"
"Ahmedie","M","3"
"Ahmedije","F","35"
"Ahmedin","M","2"
"Ahmedselim","M","1"
"Ahmela","F","1"
"Ahmeldi","M","1"
"Ahmerie","F","5"
"Ahmet","M","1964"
"Ahmet","F","15"
"Ahmetburak","M","1"
"Ahmetdeniz","M","1"
"Ahmetemre","M","1"
"Ahmeteren","M","1"
"Ahmetilyas","M","1"
"Ahmetsaid","M","1"
"Ahmetarif","M","1"
"Ahmetburak","M","1"
"Ahmetenes","M","1"
"Ahmetfatih","F","1"
"Ahmeti","M","4"
"Ahmetino","M","1"
"Ahmetja","F","1"
"Ahmetjon","M","1"
"Ahmetnuman","M","1"
"Ahmëdie","F","1"
"Ahmët","M","4"
"Ahmite","F","1"
"Ahmrie","F","1"
"Ahnife","F","1"
"Ahrem","M","2"
"Ahsa","F","1"
"Ahsennur","F","1"
"Ahsjeiin","M","1"
"Ahter","M","1"
"Ahva","F","2"
"Ahxhela","F","24"
"Ahziz","M","1"
"Ahzmi","M","1"
"Aiana","F","1"
"Aiba","F","15"
"Aiban","M","1"
"Aibër","M","1"
"Aibi","M","1"
"Aibis","F","1"
"Aibo","M","1"
"Aid","M","6"
"Aida","F","3459"
"Aida","M","36"
"Aidah","F","1"
"Aidalina","F","1"
"Aidan","M","6"
"Aidana","F","1"
"Aide","F","13"
"Aiden","M","78"
"Aidenalexander","M","1"
"Aides","M","1"
"Aidi","M","14"
"Aidi","F","8"
"Aidian","M","1"
"Aidie","F","1"
"Aidim","M","1"
"Aidin","M","7"
"Aidion","M","1"
"Aiditi","M","1"
"Aidjola","F","1"
"Aidmir","M","1"
"Aido","M","2"
"Aidvan","M","1"
"Aidhica","F","2"
"Aieksia","F","1"
"Aierdi","M","1"
"Aiesela","F","1"
"Aiessia","F","1"
"Aiessio","M","1"
"Aifer","F","1"
"Aifjorgi","M","1"
"Aige","F","1"
"Aigel","M","1"
"Aigems","M","1"
"Aigen","M","2"
"Aigent","M","1"
"Aiger","M","5"
"Aiges","M","1"
"Aigesa","F","2"
"Aigesta","F","1"
"Aigi","M","3"
"Aigin","M","2"
"Aiglina","F","1"
"Aiila","F","1"
"Aijan","F","1"
"Aijla","F","3"
"Aijlin","F","1"
"Aijna","F","1"
"Aijra","F","1"
"Aijri","M","1"
"Aijsan","M","1"
"Aijseda","F","1"
"Aijsli","F","1"
"Aijshe","F","5"
"Aike","F","2"
"Aikel","M","1"
"Aiken","M","7"
"Aiken","F","1"
"Aikena","F","1"
"Aikent","M","2"
"Aikger","M","1"
"Aiki","M","1"
"Aikid","M","3"
"Aikles","M","1"
"Aiko","F","1"
"Aikol","M","1"
"Aikola","F","1"
"Aikuna","F","1"
"Ail","M","2"
"Aila","F","141"
"Ailajdo","M","1"
"Ailan","M","1"
"Aild","M","1"
"Ailda","F","31"
"Aile","F","1"
"Aileenlorelle","F","1"
"Ailen","M","3"
"Ailena","F","1"
"Aili","F","7"
"Aili","M","2"
"Ailida","F","1"
"Ailin","F","36"
"Ailin","M","4"
"Ailinnina","F","1"
"Ailina","F","3"
"Ailind","M","1"
"Ailis","F","9"
"Ailis","M","1"
"Ailisant","M","1"
"Ailjada","F","1"
"Ailsa","F","1"
"Aiman","F","1"
"Aiman","M","1"
"Aimar","M","5"
"Aimara","F","1"
"Aimela","F","1"
"Aimen","M","6"
"Aimena","F","1"
"Aimi","F","1"
"Aimir","M","10"
"Aimira","F","1"
"Aimoa","F","1"
"Aimon","M","2"
"Aimona","F","1"
"Ain","F","2"
"Aina","F","40"
"Aina","M","1"
"Ainabla","F","1"
"Ainaldo","M","1"
"Aindion","M","1"
"Aindr","M","1"
"Aine","F","1"
"Ainel","M","2"
"Ainel","F","1"
"Ainela","F","1"
"Ainer","M","1"
"Aini","M","5"
"Aini","F","3"
"Ainian","M","1"
"Ainidjo","M","1"
"Ainishe","F","1"
"Aino","F","1"
"Ainoa","F","2"
"Ainor","M","1"
"Ainsel","F","1"
"Ainur","F","2"
"Ainur","M","1"
"Aiol","M","1"
"Aiola","F","12"
"Aiqin","M","1"
"Air","M","17"
"Aira","F","8"
"Aira","M","1"
"Airda","F","1"
"Airdo","M","1"
"Airdon","M","1"
"Aire","F","16"
"Aire","M","1"
"Airel","M","1"
"Airen","M","1"
"Airet","M","1"
"Airgers","M","1"
"Airi","M","4"
"Airian","M","1"
"Airie","F","2"
"Airije","F","1"
"Airina","F","3"
"Airine","F","1"
"Airis","F","2"
"Airisa","F","1"
"Airiu","M","1"
"Airlie","F","1"
"Airlla","M","1"
"Airon","M","6"
"Airor","M","1"
"Airsa","F","1"
"Airta","F","1"
"Airton","M","7"
"Airron","M","1"
"Ais","F","1"
"Ais","M","1"
"Aisa","F","33"
"Aisaba","F","1"
"Aisana","F","1"
"Aisar","M","1"
"Aisarda","F","1"
"Aise","F","2"
"Aisea","F","3"
"Aiseda","F","4"
"Aisel","F","77"
"Aisel","M","10"
"Aisela","F","77"
"Aisela","M","2"
"Aiseld","M","1"
"Aiselda","F","15"
"Aiseldbenet","M","1"
"Aiseldo","M","1"
"Aisena","F","9"
"Aiser","M","1"
"Aisi","F","27"
"Aisi","M","5"
"Aisian","M","1"
"Aisida","F","1"
"Aisiela","F","1"
"Aisiena","F","1"
"Aisila","F","1"
"Aisilda","M","1"
"Aisildo","M","1"
"Aisin","F","1"
"Aisja","F","3"
"Aisla","F","3"
"Aisli","F","9"
"Aisli","M","2"
"Aislia","F","1"
"Aislin","F","39"
"Aislin","M","3"
"Aislina","F","2"
"Aislinn","F","1"
"Aismela","F","1"
"Aismet","M","1"
"Aison","M","1"
"Aisona","F","3"
"Aisrel","M","1"
"Aistjer","M","1"
"Aistjon","M","1"
"Aistolana","F","1"
"Aisha","F","26"
"Aishe","F","2498"
"Aishe","M","27"
"Aishemina","F","1"
"Aishei","F","1"
"Aishel","F","1"
"Aishel","M","1"
"Aishela","F","1"
"Aishelja","F","1"
"Aishenur","F","1"
"Aishë","F","1"
"Aishja","F","2"
"Aishjana","F","1"
"Aita","F","3"
"Aitanga","F","1"
"Aitanka","F","4"
"Aiten","M","4"
"Aiten","F","3"
"Aitunida","F","1"
"Aityresa","F","1"
"Aiva","F","1"
"Aiver","M","1"
"Aivert","M","1"
"Aivi","M","2"
"Aivi","F","1"
"Aixhan","F","1"
"Aiyije","F","1"
"Aiza","F","3"
"Aiza","M","1"
"Aizak","M","1"
"Aizel","F","1"
"Aja","F","5"
"Ajaçe","F","1"
"Ajad","M","3"
"Ajada","F","15"
"Ajah","F","1"
"Ajakid","M","2"
"Ajakida","F","3"
"Ajaks","M","10"
"Ajala","F","3"
"Ajala","M","1"
"Ajald","M","4"
"Ajaldi","M","1"
"Ajan","M","72"
"Ajana","F","9"
"Ajant","M","1"
"Ajar","M","3"
"Ajas","M","20"
"Ajat","M","1"
"Ajaz","M","75"
"Ajba","F","1"
"Ajbana","F","1"
"Ajbars","M","1"
"Ajbi","M","2"
"Ajbi","F","1"
"Ajbie","F","1"
"Ajbigela","F","1"
"Ajbina","F","1"
"Ajbion","M","1"
"Ajbis","F","1"
"Ajbjos","M","1"
"Ajbli","M","1"
"Ajçe","M","0"
"Ajd","M","1"
"Ajda","F","34"
"Ajda","M","1"
"Ajdana","F","1"
"Ajdar","M","21"
"Ajdela","F","1"
"Ajdelajda","F","2"
"Ajdeli","F","1"
"Ajden","M","36"
"Ajden","F","1"
"Ajder","M","6"
"Ajderon","M","1"
"Ajdesa","F","1"
"Ajdër","M","2"
"Ajdi","M","60"
"Ajdi","F","32"
"Ajdid","M","1"
"Ajdie","F","1"
"Ajdile","F","2"
"Ajdili","F","5"
"Ajdim","M","2"
"Ajdime","F","1"
"Ajdin","M","73"
"Ajdin","F","1"
"Ajdina","F","6"
"Ajdine","F","46"
"Ajdinela","F","1"
"Ajdis","M","5"
"Ajdis","F","1"
"Ajdisa","F","1"
"Ajdita","F","3"
"Ajdja","F","1"
"Ajdli","M","1"
"Ajdnis","M","1"
"Ajdora","F","1"
"Ajdush","M","1"
"Ajdhica","F","1"
"Ajdhida","F","1"
"Ajdhon","M","9"
"Ajeda","F","4"
"Ajek","M","1"
"Ajel","M","1"
"Ajela","F","3"
"Ajelina","F","1"
"Ajem","M","1"
"Ajen","M","1"
"Ajena","F","2"
"Ajenta","F","1"
"Ajenza","F","1"
"Ajernisa","F","1"
"Ajersa","F","2"
"Ajerson","M","1"
"Ajert","M","1"
"Ajertona","F","1"
"Ajesa","F","1"
"Ajesea","F","1"
"Ajeshe","F","1"
"Ajet","M","1210"
"Ajet","F","10"
"Ajeta","F","51"
"Ajeta","M","2"
"Ajete","F","111"
"Ajete","M","4"
"Ajeti","M","10"
"Ajeva","F","1"
"Ajevi","M","1"
"Ajeza","F","16"
"Ajër","M","1"
"Ajfere","F","1"
"Ajga","F","1"
"Ajgamer","M","1"
"Ajgea","F","1"
"Ajgen","F","1"
"Ajgen","M","1"
"Ajgena","F","2"
"Ajger","M","2"
"Ajgers","M","1"
"Ajgerta","F","14"
"Ajges","M","1"
"Ajgest","M","1"
"Ajgi","M","1"
"Ajgina","F","1"
"Ajgt","M","1"
"Ajhan","M","2"
"Ajhana","F","1"
"Ajida","F","1"
"Ajidhon","M","1"
"Ajini","M","1"
"Ajir","M","1"
"Ajire","F","1"
"Ajirie","F","2"
"Ajiseda","F","1"
"Ajisel","F","1"
"Ajiseldo","M","1"
"Ajisi","F","2"
"Ajisme","F","1"
"Ajishe","F","10"
"Ajit","M","1"
"Ajitanka","F","1"
"Ajka","F","1"
"Ajkama","F","1"
"Ajkan","M","1"
"Ajkana","F","6"
"Ajked","M","3"
"Ajkel","F","1"
"Ajkeld","M","1"
"Ajken","M","12"
"Ajkena","F","8"
"Ajkera","F","1"
"Ajkesa","F","1"
"Ajki","M","1"
"Ajkid","M","2"
"Ajkida","F","3"
"Ajkin","M","2"
"Ajko","F","8"
"Ajkun","M","1"
"Ajkuna","F","28"
"Ajkune","F","1"
"Ajl","M","1"
"Ajla","F","1230"
"Ajla","M","7"
"Ajlajda","F","1"
"Ajlan","M","1"
"Ajlandi","M","1"
"Ajlandro","M","1"
"Ajle","F","1"
"Ajled","F","1"
"Ajled","M","1"
"Ajlen","F","2"
"Ajlen","M","2"
"Ajlend","M","3"
"Ajlenda","F","1"
"Ajleno","M","1"
"Ajlert","M","1"
"Ajli","F","28"
"Ajli","M","28"
"Ajlida","F","1"
"Ajlie","F","2"
"Ajlije","F","1"
"Ajlin","F","177"
"Ajlin","M","21"
"Ajlinlea","F","1"
"Ajlinsofi","F","1"
"Ajlina","F","37"
"Ajlina","M","1"
"Ajlind","M","5"
"Ajlinda","F","8"
"Ajlinda","M","1"
"Ajlinë","F","1"
"Ajlira","F","1"
"Ajlis","F","7"
"Ajlis","M","2"
"Ajlisa","F","2"
"Ajlon","M","1"
"Ajlora","F","1"
"Ajlra","F","1"
"Ajluna","F","1"
"Ajllan","M","1"
"Ajman","F","8"
"Ajman","M","2"
"Ajmane","F","17"
"Ajmar","M","6"
"Ajmara","F","1"
"Ajmel","F","1"
"Ajmela","F","2"
"Ajmeldo","M","1"
"Ajmelin","F","1"
"Ajmen","M","17"
"Ajmi","F","6"
"Ajmi","M","2"
"Ajmida","F","1"
"Ajmiketa","F","1"
"Ajmina","F","1"
"Ajmir","M","8"
"Ajmis","M","1"
"Ajmona","F","6"
"Ajmonda","F","1"
"Ajmone","F","4"
"Ajmonela","F","1"
"Ajn","M","1"
"Ajna","F","253"
"Ajna","M","3"
"Ajnan","M","1"
"Ajndi","M","1"
"Ajne","F","34"
"Ajnel","F","4"
"Ajnel","M","3"
"Ajnela","F","1"
"Ajneo","M","2"
"Ajner","M","2"
"Ajnes","F","8"
"Ajneta","F","1"
"Ajnete","F","1"
"Ajnër","M","1"
"Ajni","M","154"
"Ajni","F","15"
"Ajnis","F","1"
"Ajnis","M","1"
"Ajnisa","F","1"
"Ajnisha","F","2"
"Ajnishane","F","1"
"Ajnivito","M","1"
"Ajniz","M","1"
"Ajnlin","M","1"
"Ajno","F","4"
"Ajnoel","M","1"
"Ajnor","M","4"
"Ajns","M","1"
"Ajnsli","M","1"
"Ajnuejs","M","1"
"Ajnur","M","2"
"Ajnushe","F","6"
"Ajohon","M","1"
"Ajoi","F","1"
"Ajol","M","2"
"Ajola","F","30"
"Ajolna","F","1"
"Ajon","M","2"
"Ajona","F","1"
"Ajora","F","5"
"Ajorda","F","1"
"Ajova","F","1"
"Ajra","F","53"
"Ajra","M","1"
"Ajradin","M","1"
"Ajranit","M","1"
"Ajre","F","2"
"Ajred","M","1"
"Ajredin","M","19"
"Ajredin","F","1"
"Ajrefi","M","1"
"Ajrelo","M","1"
"Ajren","F","2"
"Ajrena","F","1"
"Ajrend","M","2"
"Ajres","F","1"
"Ajret","M","3"
"Ajri","M","19"
"Ajri","F","2"
"Ajrida","F","1"
"Ajrie","F","57"
"Ajrije","F","10"
"Ajrin","M","2"
"Ajrina","F","24"
"Ajris","F","5"
"Ajris","M","1"
"Ajrisa","F","3"
"Ajrixhe","F","1"
"Ajrize","F","1"
"Ajrla","F","1"
"Ajrli","M","1"
"Ajrn","M","1"
"Ajro","M","2"
"Ajrold","M","1"
"Ajroldo","M","1"
"Ajron","M","8"
"Ajrona","F","1"
"Ajroson","M","1"
"Ajrudha","M","1"
"Ajruka","F","1"
"Ajrulla","M","4"
"Ajrullah","M","1"
"Ajrus","M","1"
"Ajrush","M","1"
"Ajrushe","F","1"
"Ajruth","M","1"
"Ajsa","F","37"
"Ajsard","M","1"
"Ajsbela","F","1"
"Ajsberg","M","2"
"Ajsdela","F","1"
"Ajse","F","1"
"Ajsea","F","3"
"Ajseda","F","4"
"Ajseh","M","1"
"Ajseila","F","1"
"Ajsel","F","308"
"Ajsel","M","39"
"Ajsela","F","258"
"Ajsela","M","1"
"Ajselajda","F","1"
"Ajseld","M","1"
"Ajselda","F","27"
"Ajselda","M","2"
